Plot BID,PWS TYPE,SEASON,FIELD,SET,ABSR,ABSC,Entry#,COMMENT,IsDeactivated,DeactivationReason,FieldDataSource,PlotNumber,CUSR,DISTANCE,HDIR,HDT,HID,HSIDE,HWT_lbs,Latitude,Longitude,MST,TWT
P00000000879556055528817,YT,2019:10,NEMH:WMH1,NWB_14E118,31,39,49,,F,,SCAN MASTER,,KSTRA9,20.60,D,7/17/2020 6:45:11 PM,US-BR-CO-R2-G-1798,2,4.817,42.145943,-102.928548,8.970,58.966
P00000000879556055528818,YT,2019:10,NEMH:WMH1,NWB_14E118,28,37,58,,F,,SCAN MASTER,,KSTRA9,24.80,D,7/17/2020 7:25:38 PM,US-BR-CO-R2-G-1798,2,4.894,42.146104,-102.928637,9.040,58.034
P00000000879556055528819,YT,2019:10,NEMH:WMH1,NWB_14E118,31,32,50,,F,,SCAN MASTER,,KSTRA9,19.26,U,7/17/2020 7:16:00 PM,US-BR-CO-R2-G-1798,2,4.894,42.145991,-102.928460,10.390,60.830
P00000000879556055528820,YT,2019:10,NEMH:WMH1,NWB_14E118,29,33,59,,F,,SCAN MASTER,,KSTRA9,19.58,U,7/17/2020 7:53:37 PM,US-BR-CO-R2-G-1798,1,4.409,42.146085,-102.928551,7.720,57.257
P00000000879556055528821,YT,2019:10,NEMH:WMH1,NWB_14E118,28,39,51,,F,,SCAN MASTER,,KSTRA9,20.08,D,7/17/2020 6:46:43 PM,US-BR-CO-R2-G-1798,2,4.630,42.146081,-102.928665,9.330,57.412
P00000000879556055528822,YT,2019:10,NEMH:WMH1,NWB_14E118,30,31,52,,F,,SCAN MASTER,,KSTRA9,17.06,U,7/17/2020 7:15:32 PM,US-BR-CO-R2-G-1798,1,4.916,42.146036,-102.928497,8.580,58.966
P00000000879556055528823,YT,2019:10,NEMH:WMH1,NWB_14E118,30,29,60,,F,,SCAN MASTER,,KSTRA9,19.13,U,7/17/2020 6:33:20 PM,US-BR-CO-R2-G-1798,1,4.321,42.146064,-102.928442,7.500,56.480
P00000000879556055528824,YT,2019:10,NEMH:WMH1,NWB_14E118,31,35,53,,F,,SCAN MASTER,,KSTRA9,20.03,D,7/17/2020 8:04:52 PM,US-BR-CO-R2-G-1798,2,4.993,42.146028,-102.928521,8.430,58.577
P00000000879556056486945,YT,2019:10,NEMH:WMH1,NWB_24E01,3,19,1,,F,,SCAN MASTER,,KSTRA9,36.91,U,7/17/2020 4:23:31 PM,US-BR-CO-R2-G-1798,1,6.041,42.147502,-102.929369,10.870,60.442
P00000000879556056486946,YT,2019:10,NEMH:WMH1,NWB_24E01,6,27,2,,F,,SCAN MASTER,,KSTRA9,20.80,D,7/17/2020 4:21:29 PM,US-BR-CO-R2-G-1798,2,5.225,42.147226,-102.929298,11.470,59.587
P00000000879556056486947,YT,2019:10,NEMH:WMH1,NWB_24E01,6,23,3,,F,,SCAN MASTER,,KSTRA9,22.41,D,7/17/2020 6:00:05 PM,US-BR-CO-R2-G-1798,2,4.839,42.147259,-102.929198,9.220,58.034
P00000000879556056486948,YT,2019:10,NEMH:WMH1,NWB_24E01,7,23,4,,F,,SCAN MASTER,,KSTRA9,17.51,D,7/17/2020 5:59:38 PM,US-BR-CO-R2-G-1798,2,3.825,42.147205,-102.929159,11.150,60.442
P00000000879556056486949,YT,2019:10,NEMH:WMH1,NWB_24E01,8,23,5,,F,,SCAN MASTER,,KSTRA9,19.81,D,7/17/2020 5:59:08 PM,US-BR-CO-R2-G-1798,2,4.949,42.147161,-102.929131,10.550,60.287
P00000000879556056486950,YT,2019:10,NEMH:WMH1,NWB_24E01,4,20,6,,F,,SCAN MASTER,,KSTRA9,20.29,U,7/17/2020 4:24:42 PM,US-BR-CO-R2-G-1798,2,6.294,42.147374,-102.929261,15.430,58.577
P00000000879556056486951,YT,2019:10,NEMH:WMH1,NWB_24E01,4,26,7,,F,,SCAN MASTER,,KSTRA9,21.50,D,7/17/2020 5:17:11 PM,US-BR-CO-R2-G-1798,1,6.206,42.147341,-102.929327,11.140,61.063
P00000000879556056486952,YT,2019:10,NEMH:WMH1,NWB_24E01,4,28,8,,F,,SCAN MASTER,,KSTRA9,22.57,D,7/17/2020 4:22:28 PM,US-BR-CO-R2-G-1798,1,5.743,42.147322,-102.929372,13.360,58.500
P00000000879556056486953,YT,2019:10,NEMH:WMH1,NWB_24E01,4,25,9,,F,,SCAN MASTER,,KSTRA9,21.50,D,7/17/2020 5:17:11 PM,US-BR-CO-R2-G-1798,2,6.415,42.147341,-102.929327,11.200,60.597
P00000000879556056486954,YT,2019:10,NEMH:WMH1,NWB_24E01,5,28,10,,F,,SCAN MASTER,,KSTRA9,17.51,D,7/17/2020 4:21:59 PM,US-BR-CO-R2-G-1798,1,5.688,42.147267,-102.929336,10.590,58.034
P00000000879556056486955,YT,2019:10,NEMH:WMH1,NWB_24E01,3,27,11,,F,,SCAN MASTER,,KSTRA9,18.96,D,7/17/2020 4:22:59 PM,US-BR-CO-R2-G-1798,2,6.471,42.147366,-102.929412,12.440,61.996
P00000000879556056486956,YT,2019:10,NEMH:WMH1,NWB_24E01,7,18,12,,F,,SCAN MASTER,,KSTRA9,19.35,U,7/17/2020 3:39:50 PM,US-BR-CO-R2-G-1798,2,3.120,42.147252,-102.929114,11.270,57.645
P00000000879556056486957,YT,2019:10,NEMH:WMH1,NWB_24E01,7,24,13,,F,,SCAN MASTER,,KSTRA9,17.51,D,7/17/2020 5:59:38 PM,US-BR-CO-R2-G-1798,1,4.354,42.147205,-102.929159,7.490,54.926
P00000000879556056486958,YT,2019:10,NEMH:WMH1,NWB_24E01,9,28,14,,F,,SCAN MASTER,,KSTRA9,19.30,D,7/17/2020 4:20:03 PM,US-BR-CO-R2-G-1798,1,3.594,42.147082,-102.929185,10.090,57.179
P00000000879556056486959,YT,2019:10,NEMH:WMH1,NWB_24E01,10,20,15,,F,,SCAN MASTER,,KSTRA9,17.70,U,7/17/2020 4:27:35 PM,US-BR-CO-R2-G-1798,2,3.770,42.147100,-102.929039,10.480,58.344
P00000000879556056486960,YT,2019:10,NEMH:WMH1,NWB_24E01,10,26,16,,F,,SCAN MASTER,,KSTRA9,17.75,D,7/17/2020 5:14:12 PM,US-BR-CO-R2-G-1798,1,3.891,42.147060,-102.929106,10.630,60.753
P00000000879556056486961,YT,2019:10,NEMH:WMH1,NWB_24E01,6,18,17,,F,,SCAN MASTER,,KSTRA9,22.12,U,7/17/2020 3:39:21 PM,US-BR-CO-R2-G-1798,2,3.814,42.147297,-102.929152,9.630,55.237
P00000000879556056486963,YT,2019:10,NEMH:WMH1,NWB_24E01,9,25,19,,F,,SCAN MASTER,,KSTRA9,19.05,D,7/17/2020 5:14:41 PM,US-BR-CO-R2-G-1798,2,4.156,42.147105,-102.929143,9.980,59.044
P00000000879556056486964,YT,2019:10,NEMH:WMH1,NWB_24E01,4,22,20,,F,,SCAN MASTER,,KSTRA9,19.87,U,7/17/2020 5:24:18 PM,US-BR-CO-R2-G-1798,2,6.382,42.147363,-102.929289,10.460,61.530
P00000000879556056486965,YT,2019:10,NEMH:WMH1,NWB_24E01,7,21,21,,F,,SCAN MASTER,,KSTRA9,20.00,U,7/17/2020 5:25:45 PM,US-BR-CO-R2-G-1798,1,4.288,42.147227,-102.929176,7.890,55.936
P00000000879556056486966,YT,2019:10,NEMH:WMH1,NWB_24E01,8,18,22,,F,,SCAN MASTER,,KSTRA9,21.94,U,7/17/2020 3:40:16 PM,US-BR-CO-R2-G-1798,2,4.244,42.147196,-102.929079,10.070,57.567
P00000000879556056486967,YT,2019:10,NEMH:WMH1,NWB_24E01,7,19,23,,F,,SCAN MASTER,,KSTRA9,18.63,U,7/17/2020 4:26:09 PM,US-BR-CO-R2-G-1798,1,3.329,42.147246,-102.929154,8.720,55.470
P00000000879556056486968,YT,2019:10,NEMH:WMH1,NWB_24E01,10,27,24,,F,,SCAN MASTER,,KSTRA9,20.63,D,7/17/2020 4:19:34 PM,US-BR-CO-R2-G-1798,2,4.530,42.147034,-102.929153,6.240,51.352
P00000000879556056486969,YT,2019:10,NEMH:WMH1,NWB_24E01,8,24,25,,F,,SCAN MASTER,,KSTRA9,19.81,D,7/17/2020 5:59:08 PM,US-BR-CO-R2-G-1798,1,4.299,42.147161,-102.929131,7.140,53.761
P00000000879556056486970,YT,2019:10,NEMH:WMH1,NWB_24E01,7,28,26,,F,,SCAN MASTER,,KSTRA9,20.57,D,7/17/2020 4:21:02 PM,US-BR-CO-R2-G-1798,1,4.861,42.147177,-102.929257,7.680,54.538
P00000000879556056486971,YT,2019:10,NEMH:WMH1,NWB_24E01,3,24,27,,F,,SCAN MASTER,,KSTRA9,24.78,D,7/17/2020 6:02:41 PM,US-BR-CO-R2-G-1798,1,6.393,42.147350,-102.929271,10.560,60.986
P00000000879556056486972,YT,2019:10,NEMH:WMH1,NWB_24E01,7,27,28,,F,,SCAN MASTER,,KSTRA9,20.57,D,7/17/2020 4:21:02 PM,US-BR-CO-R2-G-1798,2,5.093,42.147177,-102.929257,10.160,59.044
P00000000879556056486973,YT,2019:10,NEMH:WMH1,NWB_24E01,4,17,29,,F,,SCAN MASTER,,KSTRA9,19.05,U,7/17/2020 3:38:22 PM,US-BR-CO-R2-G-1798,1,5.886,42.147397,-102.929233,10.420,59.199
P00000000879556056486974,YT,2019:10,NEMH:WMH1,NWB_24E01,3,28,30,,F,,SCAN MASTER,,KSTRA9,18.96,D,7/17/2020 4:22:59 PM,US-BR-CO-R2-G-1798,1,5.864,42.147366,-102.929412,12.070,61.219
P00000000879556056486975,YT,2019:10,NEMH:WMH1,NWB_24E01,7,26,31,,F,,SCAN MASTER,,KSTRA9,16.62,D,7/17/2020 5:15:38 PM,US-BR-CO-R2-G-1798,1,4.464,42.147195,-102.929207,10.310,60.520
P00000000879556056486976,YT,2019:10,NEMH:WMH1,NWB_24E01,3,17,32,,F,,SCAN MASTER,,KSTRA9,20.53,U,7/17/2020 3:37:04 PM,US-BR-CO-R2-G-1798,1,5.688,42.147493,-102.929300,10.740,58.500
P00000000879556056486977,YT,2019:10,NEMH:WMH1,NWB_24E01,6,24,33,,F,,SCAN MASTER,,KSTRA9,22.41,D,7/17/2020 6:00:05 PM,US-BR-CO-R2-G-1798,1,4.608,42.147259,-102.929198,8.910,57.490
P00000000879556056486978,YT,2019:10,NEMH:WMH1,NWB_24E01,7,17,34,,F,,SCAN MASTER,,KSTRA9,19.35,U,7/17/2020 3:39:50 PM,US-BR-CO-R2-G-1798,1,3.483,42.147252,-102.929114,7.560,53.450
P00000000879556056486979,YT,2019:10,NEMH:WMH1,NWB_24E01,9,23,35,,F,,SCAN MASTER,,KSTRA9,24.43,D,7/17/2020 5:58:41 PM,US-BR-CO-R2-G-1798,2,3.748,42.147115,-102.929090,9.920,58.577
P00000000879556056486980,YT,2019:10,NEMH:WMH1,NWB_24E01,10,22,36,,F,,SCAN MASTER,,KSTRA9,19.74,U,7/17/2020 5:27:08 PM,US-BR-CO-R2-G-1798,2,3.726,42.147084,-102.929076,9.430,56.946
P00000000879556056486981,YT,2019:10,NEMH:WMH1,NWB_24E01,8,22,37,,F,,SCAN MASTER,,KSTRA9,18.22,U,7/17/2020 5:26:13 PM,US-BR-CO-R2-G-1798,2,4.453,42.147183,-102.929149,10.080,58.655
P00000000879556056486982,YT,2019:10,NEMH:WMH1,NWB_24E01,6,26,38,,F,,SCAN MASTER,,KSTRA9,23.53,D,7/17/2020 5:16:08 PM,US-BR-CO-R2-G-1798,1,5.004,42.147249,-102.929252,8.820,57.334
P00000000879556056486983,YT,2019:10,NEMH:WMH1,NWB_24E01,6,21,39,,F,,SCAN MASTER,,KSTRA9,18.77,U,7/17/2020 5:25:17 PM,US-BR-CO-R2-G-1798,1,4.012,42.147275,-102.929212,6.400,53.139
P00000000879556056486984,YT,2019:10,NEMH:WMH1,NWB_24E01,4,27,40,,F,,SCAN MASTER,,KSTRA9,22.57,D,7/17/2020 4:22:28 PM,US-BR-CO-R2-G-1798,2,6.206,42.147322,-102.929372,11.600,62.306
P00000000879556056486985,YT,2019:10,NEMH:WMH1,NWB_24E01,5,26,41,,F,,SCAN MASTER,,KSTRA9,17.41,D,7/17/2020 5:16:41 PM,US-BR-CO-R2-G-1798,1,5.049,42.147289,-102.929295,9.860,59.820
P00000000879556056486986,YT,2019:10,NEMH:WMH1,NWB_24E01,9,22,42,,F,,SCAN MASTER,,KSTRA9,21.05,U,7/17/2020 5:26:42 PM,US-BR-CO-R2-G-1798,2,3.527,42.147130,-102.929113,9.480,57.257
P00000000879556056486987,YT,2019:10,NEMH:WMH1,NWB_24E01,10,21,43,,F,,SCAN MASTER,,KSTRA9,19.74,U,7/17/2020 5:27:08 PM,US-BR-CO-R2-G-1798,1,3.362,42.147084,-102.929076,10.790,58.267
P00000000879556056486988,YT,2019:10,NEMH:WMH1,NWB_24E01,6,20,44,,F,,SCAN MASTER,,KSTRA9,19.53,U,7/17/2020 4:25:41 PM,US-BR-CO-R2-G-1798,2,4.023,42.147292,-102.929189,8.590,54.615
P00000000879556056486989,YT,2019:10,NEMH:WMH1,NWB_24E01,8,19,45,,F,,SCAN MASTER,,KSTRA9,21.53,U,7/17/2020 4:26:37 PM,US-BR-CO-R2-G-1798,1,3.924,42.147195,-102.929113,10.630,59.743
P00000000879556056486990,YT,2019:10,NEMH:WMH1,NWB_24E01,7,20,46,,F,,SCAN MASTER,,KSTRA9,18.63,U,7/17/2020 4:26:09 PM,US-BR-CO-R2-G-1798,2,3.627,42.147246,-102.929154,10.980,59.587
P00000000879556056486991,YT,2019:10,NEMH:WMH1,NWB_24E01,4,21,47,,F,,SCAN MASTER,,KSTRA9,19.87,U,7/17/2020 5:24:18 PM,US-BR-CO-R2-G-1798,1,5.302,42.147363,-102.929289,9.830,59.199
P00000000879556056486992,YT,2019:10,NEMH:WMH1,NWB_24E01,8,28,48,,F,,SCAN MASTER,,KSTRA9,19.59,D,7/17/2020 4:20:31 PM,US-BR-CO-R2-G-1798,1,4.806,42.147128,-102.929225,9.670,58.966
P00000000879556056486993,YT,2019:10,NEMH:WMH1,NWB_24E01,5,25,49,,F,,SCAN MASTER,,KSTRA9,17.41,D,7/17/2020 5:16:41 PM,US-BR-CO-R2-G-1798,2,5.523,42.147289,-102.929295,11.010,60.675
P00000000879556056486994,YT,2019:10,NEMH:WMH1,NWB_24E01,7,25,50,,F,,SCAN MASTER,,KSTRA9,16.62,D,7/17/2020 5:15:38 PM,US-BR-CO-R2-G-1798,2,4.685,42.147195,-102.929207,9.820,58.966
P00000000879556056486995,YT,2019:10,NEMH:WMH1,NWB_24E01,3,18,51,,F,,SCAN MASTER,,KSTRA9,20.53,U,7/17/2020 3:37:04 PM,US-BR-CO-R2-G-1798,2,5.512,42.147493,-102.929300,11.530,60.753
P00000000879556056486996,YT,2019:10,NEMH:WMH1,NWB_24E01,10,25,52,,F,,SCAN MASTER,,KSTRA9,17.75,D,7/17/2020 5:14:12 PM,US-BR-CO-R2-G-1798,2,4.619,42.147060,-102.929106,10.110,60.131
P00000000879556056486998,YT,2019:10,NEMH:WMH1,NWB_24E01,7,22,54,,F,,SCAN MASTER,,KSTRA9,20.00,U,7/17/2020 5:25:45 PM,US-BR-CO-R2-G-1798,2,4.156,42.147227,-102.929176,9.870,59.199
P00000000879556056486999,YT,2019:10,NEMH:WMH1,NWB_24E01,9,21,55,,F,,SCAN MASTER,,KSTRA9,21.05,U,7/17/2020 5:26:42 PM,US-BR-CO-R2-G-1798,1,3.472,42.147130,-102.929113,8.980,57.179
P00000000879556056487000,YT,2019:10,NEMH:WMH1,NWB_24E01,6,17,56,,F,,SCAN MASTER,,KSTRA9,22.12,U,7/17/2020 3:39:21 PM,US-BR-CO-R2-G-1798,1,4.145,42.147297,-102.929152,8.750,56.014
P00000000879556056487001,YT,2019:10,NEMH:WMH1,NWB_24E01,10,23,57,,F,,SCAN MASTER,,KSTRA9,20.22,D,7/17/2020 5:58:12 PM,US-BR-CO-R2-G-1798,2,3.880,42.147061,-102.929041,11.340,62.073
P00000000879556056487002,YT,2019:10,NEMH:WMH1,NWB_24E01,3,26,58,,F,,SCAN MASTER,,KSTRA9,19.87,D,7/17/2020 5:17:41 PM,US-BR-CO-R2-G-1798,1,6.184,42.147387,-102.929367,11.370,63.161
P00000000879556056487003,YT,2019:10,NEMH:WMH1,NWB_24E01,8,27,59,,F,,SCAN MASTER,,KSTRA9,19.59,D,7/17/2020 4:20:31 PM,US-BR-CO-R2-G-1798,2,5.787,42.147128,-102.929225,10.840,59.044
P00000000879556056487004,YT,2019:10,NEMH:WMH1,NWB_24E01,5,21,60,,F,,SCAN MASTER,,KSTRA9,19.77,U,7/17/2020 5:24:48 PM,US-BR-CO-R2-G-1798,1,4.409,42.147319,-102.929247,10.280,59.665
P00000000879556056487005,YT,2019:10,NEMH:WMH1,NWB_24E01,5,27,61,,F,,SCAN MASTER,,KSTRA9,17.51,D,7/17/2020 4:21:59 PM,US-BR-CO-R2-G-1798,2,5.611,42.147267,-102.929336,11.960,62.540
P00000000879556056487006,YT,2019:10,NEMH:WMH1,NWB_24E01,8,25,62,,F,,SCAN MASTER,,KSTRA9,20.87,D,7/17/2020 5:15:08 PM,US-BR-CO-R2-G-1798,2,5.765,42.147155,-102.929179,10.360,60.442
P00000000879556056487007,YT,2019:10,NEMH:WMH1,NWB_24E01,9,20,63,,F,,SCAN MASTER,,KSTRA9,22.49,U,7/17/2020 4:27:06 PM,US-BR-CO-R2-G-1798,2,3.902,42.147142,-102.929074,9.860,58.111
P00000000879556056487008,YT,2019:10,NEMH:WMH1,NWB_24E01,5,22,64,,F,,SCAN MASTER,,KSTRA9,19.77,U,7/17/2020 5:24:48 PM,US-BR-CO-R2-G-1798,2,5.082,42.147319,-102.929247,7.910,53.838
P00000000879556056487009,YT,2019:10,NEMH:WMH1,NWB_24E01,8,20,65,,F,,SCAN MASTER,,KSTRA9,21.53,U,7/17/2020 4:26:37 PM,US-BR-CO-R2-G-1798,2,4.641,42.147195,-102.929113,9.510,58.422
P00000000879556056487010,YT,2019:10,NEMH:WMH1,NWB_24E01,6,28,66,,F,,SCAN MASTER,,KSTRA9,20.80,D,7/17/2020 4:21:29 PM,US-BR-CO-R2-G-1798,1,5.622,42.147226,-102.929298,10.760,59.121
P00000000879556056487011,YT,2019:10,NEMH:WMH1,NWB_24E01,10,28,67,,F,,SCAN MASTER,,KSTRA9,20.63,D,7/17/2020 4:19:34 PM,US-BR-CO-R2-G-1798,1,4.839,42.147034,-102.929153,9.080,55.470
P00000000879556056487012,YT,2019:10,NEMH:WMH1,NWB_24E01,9,19,68,,F,,SCAN MASTER,,KSTRA9,22.49,U,7/17/2020 4:27:06 PM,US-BR-CO-R2-G-1798,1,3.869,42.147142,-102.929074,10.050,58.888
P00000000879556056487013,YT,2019:10,NEMH:WMH1,NWB_24E01,9,26,69,,F,,SCAN MASTER,,KSTRA9,19.05,D,7/17/2020 5:14:41 PM,US-BR-CO-R2-G-1798,1,4.751,42.147105,-102.929143,10.710,61.452
P00000000879556056487014,YT,2019:10,NEMH:WMH1,NWB_24E01,5,17,70,,F,,SCAN MASTER,,KSTRA9,20.12,U,7/17/2020 3:38:54 PM,US-BR-CO-R2-G-1798,1,4.332,42.147351,-102.929191,7.810,55.314
P00000000879556056487015,YT,2019:10,NEMH:WMH1,NWB_24E01,3,21,71,,F,,SCAN MASTER,,KSTRA9,21.67,U,7/17/2020 5:23:06 PM,US-BR-CO-R2-G-1798,1,5.930,42.147462,-102.929369,12.340,58.966
P00000000879556056487016,YT,2019:10,NEMH:WMH1,NWB_24E01,8,21,72,,F,,SCAN MASTER,,KSTRA9,18.22,U,7/17/2020 5:26:13 PM,US-BR-CO-R2-G-1798,1,4.255,42.147183,-102.929149,8.170,56.868
P00000000879556056487017,YT,2019:10,NEMH:WMH1,NWB_24E01,3,22,73,,F,,SCAN MASTER,,KSTRA9,21.67,U,7/17/2020 5:23:06 PM,US-BR-CO-R2-G-1798,2,5.919,42.147462,-102.929369,14.260,62.073
P00000000879556056487018,YT,2019:10,NEMH:WMH1,NWB_24E01,10,19,74,,F,,SCAN MASTER,,KSTRA9,17.70,U,7/17/2020 4:27:35 PM,US-BR-CO-R2-G-1798,1,4.112,42.147100,-102.929039,10.730,58.966
P00000000879556056487019,YT,2019:10,NEMH:WMH1,NWB_24E01,6,22,75,,F,,SCAN MASTER,,KSTRA9,18.77,U,7/17/2020 5:25:17 PM,US-BR-CO-R2-G-1798,2,4.850,42.147275,-102.929212,11.120,60.597
P00000000879556056487021,YT,2019:10,NEMH:WMH1,NWB_24E01,4,18,77,,F,,SCAN MASTER,,KSTRA9,19.05,U,7/17/2020 3:38:22 PM,US-BR-CO-R2-G-1798,2,5.710,42.147397,-102.929233,10.740,60.442
P00000000879556056487023,YT,2019:10,NEMH:WMH1,NWB_24E01,9,17,79,,F,,SCAN MASTER,,KSTRA9,18.93,U,7/17/2020 3:40:46 PM,US-BR-CO-R2-G-1798,1,4.123,42.147153,-102.929042,9.040,56.868
P00000000879556056487024,YT,2019:10,NEMH:WMH1,NWB_24E01,9,27,80,,F,,SCAN MASTER,,KSTRA9,19.30,D,7/17/2020 4:20:03 PM,US-BR-CO-R2-G-1798,2,4.718,42.147082,-102.929185,9.400,57.179
P00000000879556056487025,YT,2019:10,NEMH:WMH1,NWB_24E01,9,24,81,,F,,SCAN MASTER,,KSTRA9,24.43,D,7/17/2020 5:58:41 PM,US-BR-CO-R2-G-1798,1,4.630,42.147115,-102.929090,10.190,60.209
P00000000879556056487026,YT,2019:10,NEMH:WMH1,NWB_24E01,4,19,82,,F,,SCAN MASTER,,KSTRA9,20.29,U,7/17/2020 4:24:42 PM,US-BR-CO-R2-G-1798,1,6.360,42.147374,-102.929261,12.140,62.540
P00000000879556056487028,YT,2019:10,NEMH:WMH1,NWB_24E01,8,26,84,,F,,SCAN MASTER,,KSTRA9,20.87,D,7/17/2020 5:15:08 PM,US-BR-CO-R2-G-1798,1,5.600,42.147155,-102.929179,6.380,54.615
P00000000879556056487029,YT,2019:10,NEMH:WMH1,NWB_24E01,6,19,85,,F,,SCAN MASTER,,KSTRA9,19.53,U,7/17/2020 4:25:41 PM,US-BR-CO-R2-G-1798,1,4.023,42.147292,-102.929189,8.430,56.091
P00000000879556056487030,YT,2019:10,NEMH:WMH1,NWB_24E01,5,20,86,,F,,SCAN MASTER,,KSTRA9,16.43,U,7/17/2020 4:25:13 PM,US-BR-CO-R2-G-1798,2,4.938,42.147334,-102.929230,9.490,57.412
P00000000879556056487032,YT,2019:10,NEMH:WMH1,NWB_24E01,8,17,88,,F,,SCAN MASTER,,KSTRA9,21.94,U,7/17/2020 3:40:16 PM,US-BR-CO-R2-G-1798,1,4.663,42.147196,-102.929079,7.110,53.139
P00000000879556056487033,YT,2019:10,NEMH:WMH1,NWB_24E01,6,25,89,,F,,SCAN MASTER,,KSTRA9,23.53,D,7/17/2020 5:16:08 PM,US-BR-CO-R2-G-1798,2,5.049,42.147249,-102.929252,9.360,58.810
P00000000879556056487034,YT,2019:10,NEMH:WMH1,NWB_24E01,10,24,90,,F,,SCAN MASTER,,KSTRA9,20.22,D,7/17/2020 5:58:12 PM,US-BR-CO-R2-G-1798,1,4.608,42.147061,-102.929041,7.910,55.858
P00000000879556056487035,YT,2019:10,NEMH:WMH1,NWB_24E01,5,18,91,,F,,SCAN MASTER,,KSTRA9,20.12,U,7/17/2020 3:38:54 PM,US-BR-CO-R2-G-1798,2,4.784,42.147351,-102.929191,10.390,59.044
P00000000879556056487036,YT,2019:10,NEMH:WMH1,NWB_24E01,3,23,92,,F,,SCAN MASTER,,KSTRA9,24.78,D,7/17/2020 6:02:41 PM,US-BR-CO-R2-G-1798,2,6.184,42.147350,-102.929271,11.490,61.918
P00000000879556056487037,YT,2019:10,NEMH:WMH1,NWB_24E01,3,20,93,,F,,SCAN MASTER,,KSTRA9,36.91,U,7/17/2020 4:23:31 PM,US-BR-CO-R2-G-1798,2,6.327,42.147502,-102.929369,11.480,61.141
P00000000879556056487038,YT,2019:10,NEMH:WMH1,NWB_24E01,5,19,94,,F,,SCAN MASTER,,KSTRA9,16.43,U,7/17/2020 4:25:13 PM,US-BR-CO-R2-G-1798,1,5.258,42.147334,-102.929230,7.270,55.470
P00000000879556056487039,YT,2019:10,NEMH:WMH1,NWB_24E01,9,18,95,,F,,SCAN MASTER,,KSTRA9,18.93,U,7/17/2020 3:40:46 PM,US-BR-CO-R2-G-1798,2,4.288,42.147153,-102.929042,11.380,60.131
P00000000879556056487040,YT,2019:10,NEMH:WMH1,NWB_24E01,3,25,96,,F,,SCAN MASTER,,KSTRA9,19.87,D,7/17/2020 5:17:41 PM,US-BR-CO-R2-G-1798,2,6.548,42.147387,-102.929367,11.010,61.530
P00000000879556056510132,YT,2019:10,NEMH:WMH1,NWB_X4E01,6,10,10,,F,,SCAN MASTER,,KSTRA9,19.00,U,7/17/2020 2:47:31 PM,US-BR-CO-R2-G-1798,2,4.431,42.147347,-102.929021,9.110,54.771
P00000000879556056510133,YT,2019:10,NEMH:WMH1,NWB_X4E01,4,8,11,,F,,SCAN MASTER,,KSTRA9,37.33,U,7/17/2020 1:58:25 PM,US-BR-CO-R2-G-1798,2,5.225,42.147570,-102.929152,10.440,57.723
P00000000879556056510134,YT,2019:10,NEMH:WMH1,NWB_X4E01,4,6,12,,F,,SCAN MASTER,,KSTRA9,26.26,U,7/17/2020 1:13:59 PM,US-BR-CO-R2-G-1798,2,4.586,42.147545,-102.929046,10.580,58.500
P00000000879556056510135,YT,2019:10,NEMH:WMH1,NWB_X4E01,4,15,1,,F,,SCAN MASTER,,KSTRA9,23.96,D,7/17/2020 1:57:56 PM,US-BR-CO-R2-G-1798,2,5.027,42.147398,-102.929165,10.110,56.635
P00000000879556056510136,YT,2019:10,NEMH:WMH1,NWB_X4E01,6,11,2,,F,,SCAN MASTER,,KSTRA9,22.60,D,7/17/2020 3:34:38 PM,US-BR-CO-R2-G-1798,2,4.145,42.147341,-102.929021,9.510,56.402
P00000000879556056510137,YT,2019:10,NEMH:WMH1,NWB_X4E01,4,13,3,,F,,SCAN MASTER,,KSTRA9,17.85,D,7/17/2020 2:45:24 PM,US-BR-CO-R2-G-1798,2,4.729,42.147403,-102.929136,10.680,58.655
P00000000879556056510138,YT,2019:10,NEMH:WMH1,NWB_X4E01,5,14,4,,F,,SCAN MASTER,,KSTRA9,18.70,D,7/17/2020 2:44:56 PM,US-BR-CO-R2-G-1798,1,4.409,42.147363,-102.929098,7.600,54.149
P00000000879556056510139,YT,2019:10,NEMH:WMH1,NWB_X4E01,6,15,5,,F,,SCAN MASTER,,KSTRA9,21.62,D,7/17/2020 1:56:59 PM,US-BR-CO-R2-G-1798,2,4.740,42.147303,-102.929092,9.760,56.247
P00000000879556056510140,YT,2019:10,NEMH:WMH1,NWB_X4E01,4,14,6,,F,,SCAN MASTER,,KSTRA9,17.85,D,7/17/2020 2:45:24 PM,US-BR-CO-R2-G-1798,1,4.762,42.147403,-102.929136,8.950,56.169
P00000000879556056510141,YT,2019:10,NEMH:WMH1,NWB_X4E01,5,11,7,,F,,SCAN MASTER,,KSTRA9,18.81,D,7/17/2020 3:35:06 PM,US-BR-CO-R2-G-1798,2,5.148,42.147383,-102.929062,12.280,61.607
P00000000879556056516620,YT,2019:10,NEMH:WMH1,NWB_D4D01,15,7,1,,F,,SCAN MASTER,,KSTRA9,18.70,U,7/17/2020 2:06:03 PM,US-BR-CO-R2-G-1798,1,4.068,42.146933,-102.928654,9.150,56.091
